ID_Estudiante,Universidad,Edad,Sexo,Semestre,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,A1_Interrupcion,A2_Desaprobados,A3_Retirados,A4,L2_Inactividad,Calidad_Percibida,Flag_Inconsistencia,Score_Critico,Score_Tecnico,Score_Participativo,Score_AMI_Global,Riesgo_Total,BC1,BC2,BC3,BC4,BT1,BT2,BT3,BT4,BP1,BP2,BP3,BP4,Sentimiento_Academico,Indice_Coherencia,Etiquetas_Tematicas,Analisis_Cuali,Cluster_Jerarquico,Cluster_KMeans,Cluster_DBSCAN,Cluster_GMM
STU_0023,UNMSM,17,Femenino,6to,3,2,3,3,3,4,2,3,2,3,2,2,2,2,3,3,2,2,3,2,3,2,2,3,3,3,3,2,2,2,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,3,False,2.8,2.3,2.5,2.533333333333333,1,"Trato de ver si tiene un nombre conocido o si parece serio, pero a veces me gana la hora y uso lo primero que sale en Google sin fijarme mucho en la fuente.",Me confunde que haya tanta información parecida y no sé distinguir cuál es de confianza. A veces los textos académicos son muy complejos y termino buscando resúmenes más simples.,"Sí influye, porque cuando no entiendo lo que busco me frustro y siento que no puedo con las tareas. Eso me quita las ganas de seguir conectado a las clases virtuales.","Me siento seguro con lo que el profe sube directo al aula virtual, pero cuando tengo que buscar por mi cuenta me genera inseguridad no saber si estoy usando información errónea.","Me parece un poco pesado y confuso. A veces me pierdo buscando los enlaces de las clases o las carpetas para subir tareas, lo que me genera bastante estrés durante el día.","Sí, se me ha colgado la página en plenos exámenes o el internet falla. Casi siempre le pido ayuda a algún compañero por WhatsApp porque no sé cómo arreglarlo solo.",Me ha dificultado la permanencia porque no domino bien las herramientas. Sentir que la tecnología me gana hace que me den ganas de dejar los cursos y esperar a que sean presenciales.,Me gustaría que nos den tutoriales más sencillos y prácticos. A veces los profes explican muy rápido y asumen que ya sabemos usar todos los programas de diseño o bases de datos.,Ha sido una experiencia algo fría. En los foros respondo solo por cumplir con la nota y en los grupos casi no hablo porque no conozco a nadie en persona.,Me he sentido bastante aislado. Estar todo el día frente a la compu sin conversar con nadie de verdad hace que me sienta fuera de lugar en la universidad.,"Claro, la falta de contacto con mis compañeros hace que pierda el interés. Si tuviera más amigos con quienes estudiar o profes más cercanos, me sentiría más motivado a no dejar la carrera.","Como casi no participo, no siento un compromiso real con los cursos. Siento que soy un número más en la lista y eso hace que no me esfuerce tanto como debería.",0.2,0.95,"Frustración tecnológica, Aislamiento socio-afectivo, Riesgo de deserción","La coherencia es muy alta, ya que los bajos puntajes cuantitativos (2.3 a 2.8) reflejan con precisión el estado de vulnerabilidad descrito en las respuestas abiertas. El estudiante muestra una autopercepción honesta de sus limitaciones, vinculando explícitamente su falta de habilidades técnicas y críticas con una profunda sensación de aislamiento y estrés, lo que valida plenamente la etiqueta de 'Riesgo Alto' y la baja disposición participativa expresada.",0,0,-1,2
STU_0024,UNMSM,20,Femenino,5to,2,3,2,3,2,3,2,3,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,Sí,En dos o más cursos,"Sí, en más de una ocasión",2,Frecuentemente,1,False,2.4,1.6,1.9,1.9666666666666666,1,"Casi siempre me guío por los primeros resultados de Google o Wikipedia. No sé muy bien cómo verificar si un autor es experto, así que si el texto se ve ordenado, asumo que sirve.",Me abruma ver tantas páginas y no saber cuál dice la verdad. A veces uso información que resulta ser vieja o errada porque me cuesta distinguir las fuentes académicas de las normales.,"Sí influye bastante. Me frustra sacar malas notas por no saber investigar bien y eso me quita las ganas de seguir, porque siento que la modalidad virtual es demasiado exigente para mí.","Me siento seguro buscando cosas básicas en YouTube, pero cuando los profes piden usar la biblioteca virtual me pongo muy inseguro; no entiendo cómo filtrar la información y me rindo rápido.","Es bien difícil y estresante. Las plataformas me parecen un laberinto y muchas veces no encuentro dónde están las tareas o los links para las clases, me siento perdido con tanta tecnología.","A cada rato tengo problemas con el internet o con programas que no sé instalar. No sé cómo solucionarlos solo, así que a veces simplemente no entro a clase y me atraso más.",Me ha dificultado todo el proceso. Siento que mi falta de habilidad técnica es una barrera gigante y es la razón principal por la que estoy pensando seriamente en dejar el ciclo.,"Necesitaría talleres desde cero que expliquen cómo usar las herramientas de la u. Los profes dan por hecho que ya sabemos todo, pero a mí me falta mucha base técnica.",Casi no participo. Me da flojera o vergüenza escribir en los foros y en los grupos siento que mis compañeros hacen todo porque yo no entiendo bien cómo usar las carpetas compartidas.,"Me siento muy aislado, como si estuviera estudiando solo frente a una pared. No conozco a nadie y siento que los docentes solo suben archivos sin importarles si estamos entendiendo.","La falta de contacto con otros me desmotiva totalmente. Al no tener un grupo de amigos con quién apoyarme, se me hace más fácil pensar en abandonar la carrera porque no me siento parte de nada.","Como casi no participo, no me siento comprometido con los cursos. Es como si fuera un espectador y no un estudiante, lo que hace que me importe poco si apruebo o si me retiro.",0.1,1.0,"Riesgo de deserción, Frustración tecnológica, Aislamiento socio-virtual","La coherencia es total, ya que el estudiante muestra una autopercepción de sus limitaciones que coincide plenamente con sus bajos puntajes cuantitativos. Su testimonio detalla una barrera técnica crítica (1.6) y una nula integración participativa (1.9) que alimentan un sentimiento de derrota y aislamiento; esto valida el nivel de riesgo 'ALTO' y justifica el deseo explícito de abandonar la carrera por no contar con las competencias mediáticas básicas para la modalidad virtual.",2,2,-1,1
STU_0025,UNI,23,Femenino,6to,2,2,2,2,2,2,3,1,2,1,2,1,2,3,2,3,2,2,1,2,1,3,1,1,1,3,1,2,1,2,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,3,False,1.9,2.0,1.6,1.8333333333333333,1,"La verdad casi siempre uso lo primero que sale en Google o Wikipedia. No sé muy bien cómo darme cuenta si una página es seria o no, así que confío en lo que aparece arriba.","Me cuesta mucho saber si la información es verdadera. A veces uso datos que resultan ser falsos o antiguos y los profes me bajan puntos por eso, lo cual me frustra bastante.","Sí influye, porque me siento perdido al investigar y eso me quita las ganas de seguir. Siento que no tengo el nivel para los cursos y he pensado en dejar el ciclo por eso.","Me siento muy inseguro cuando el profesor pide fuentes académicas o artículos raros. Solo me siento tranquilo si el link nos lo dan en la misma clase, si no, me rindo rápido.",Es bien difícil para mí. A veces no entiendo dónde subir los trabajos en el Canvas y me confundo con tantas pestañas. No me acostumbro a usar tantas herramientas digitales.,"Sí, mi internet se corta y a veces no sé cómo adjuntar archivos pesados. Casi nunca lo soluciono a tiempo, solo me queda esperar a que el sistema funcione o ya no entrego nada.","Me ha dificultado mucho la permanencia. Siento que la tecnología es una barrera y como no le agarro el ritmo a los programas, me dan ganas de retirarme de los cursos virtuales.","Me gustaría que nos den tutoriales más simples, paso a paso, de cómo usar las plataformas. También que los profes entiendan que no todos sabemos manejar bien las computadoras.",Casi no participo en foros porque no sé qué comentar y en los grupos me quedo callado. Me da un poco de roche hablar por micro y prefiero que otros hagan las cosas.,Me siento bien solo. Siento que estoy hablando con una pared y que a nadie le importa si estoy conectado o no. Me falta ese apoyo de estar en un salón de verdad.,"Claro, como no hablo con nadie, no tengo motivación. Si tuviera amigos con quienes coordinar o profes más cercanos, quizás me esforzaría más en no dejar la carrera.","Como no participo mucho, no me siento parte de la universidad. Siento que solo estoy cumpliendo por cumplir y eso hace que mi compromiso con la carrera sea bajísimo ahora.",0.1,1.0,"Riesgo de deserción, Brecha de alfabetización digital, Frustración y aislamiento académico","La coherencia es absoluta (1.0), ya que los bajos puntajes cuantitativos (entre 1.6 y 2.0) reflejan con exactitud el estado de vulnerabilidad expresado en las respuestas abiertas. El estudiante manifiesta de forma explícita su incapacidad técnica, su falta de criterio para validar información y un sentimiento de aislamiento social, vinculando directamente estas carencias con una alta probabilidad de abandono de los estudios, lo cual valida el nivel de riesgo 'ALTO' detectado en la encuesta.",2,2,-1,1
STU_0026,UNI,19,Femenino,7mo,2,1,2,3,2,2,2,2,2,2,2,3,3,3,1,1,2,2,3,3,1,1,1,1,2,1,1,1,2,2,No,En dos o más cursos,"Sí, en un curso",2,Algunas veces,2,False,2.0,2.3,1.3,1.8666666666666667,1,"La verdad, suelo usar lo primero que sale en Google o Wikipedia porque no sé bien qué páginas son confiables. Si el texto se ve serio y tiene lo que busco, lo copio para avanzar rápido el trabajo.","Me cuesta distinguir si una página es buena o no, a veces todo me parece igual. Me confundo con tanta información en internet y termino usando fuentes que luego el profe me dice que están mal.",Siento que no saber analizar bien las cosas me baja mucho el promedio y me desmotiva. Me frustra no entender qué fuentes usar y eso me hace pensar que tal vez la universidad no es para mí.,"Me siento seguro solo cuando el profesor nos da los links directos. Cuando me toca buscar por mi cuenta, me da mucha inseguridad y prefiero no hacer nada por miedo a equivocarme o jalar.","Es algo complicado, a veces me pierdo en el Canvas y se me pasan las fechas porque no entiendo bien dónde están las cosas. No me llevo muy bien con la tecnología y me estresa usar herramientas nuevas.","Sí, mi internet falla a veces y se me cierra el aula virtual en pleno examen. No supe cómo solucionarlo a tiempo y perdí puntos, lo que me dio ganas de dejar el curso ese mismo día.","Me ha dificultado bastante porque no manejo bien los programas que piden. Siento que mis compañeros saben más y yo me quedo atrás, lo que hace que me cuestione si debo seguir estudiando virtual.","Necesitaría un taller básico que enseñe desde cero cómo usar la plataforma y los programas, porque asumen que ya sabemos todo. Sin ese apoyo, me siento muy perdido en las clases.","Casi nunca participo en los foros porque me da roche y no sé qué comentar. En los grupos prefiero que otros hagan las cosas y yo solo apoyo en lo mínimo, no me gusta interactuar por chat.","Me siento super aislado, como si estuviera estudiando solo frente a una pantalla sin que a nadie le importe. No tengo amigos en los cursos y eso hace que me dé igual entrar o no a las sesiones.","No he tenido casi interacción con nadie, y eso me quita las ganas de seguir. Si tuviera amigos con quienes hablar de las tareas, quizás estaría más motivado a no dejar la carrera.","Como no participo nada, no me siento conectado con mi carrera ni con los profes. Siento que soy un número más y eso hace que mi compromiso sea casi nulo, estoy por dejarlo todo.",0.1,1.0,"Riesgo de deserción, Baja autoeficacia digital, Aislamiento social","Existe una coherencia total entre los puntajes bajos y los testimonios, los cuales revelan una profunda frustración y una desconexión crítica con el entorno universitario. El estudiante refleja honestidad al admitir su incapacidad técnica y su nula participación, lo que valida el riesgo alto detectado; sus respuestas cualitativas profundizan en el impacto emocional de estas carencias, vinculando directamente su baja alfabetización mediática con un deseo inminente de abandonar la carrera por sentirse incapaz y solo.",2,2,-1,1
STU_0027,UNMSM,21,Femenino,7mo,4,2,2,2,2,3,3,3,3,3,3,3,2,2,3,3,3,2,2,3,3,3,3,2,2,3,2,3,3,3,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,1,False,2.7,2.6,2.7,2.6666666666666665,1,"La verdad suelo usar lo primero que sale en Google o Wikipedia. Si el texto parece serio y tiene relación con lo que pidió el profe, lo uso sin fijarme mucho en quién lo escribió.",Me cuesta saber qué página es real y cuál no porque hay demasiada información. A veces me confundo con tantos links y termino bajando cualquier cosa que me ayude a terminar rápido la tarea.,"Sí, me desmotiva bastante. A veces saco bajas notas porque mis fuentes no eran buenas y eso me hace pensar que no sirvo para la carrera o que mejor dejo el ciclo para después.",Me siento seguro solo cuando el profesor nos da los archivos directamente. Cuando me toca buscar por mi cuenta me entra la ansiedad de no saber si lo que estoy leyendo está bien o es puro floro.,Es un poco pesado. A veces me pierdo en el Canvas o el Blackboard y no encuentro dónde subir mis trabajos; me estresa que las plataformas no sean tan intuitivas como parecen.,"Sí, mi internet falla seguido y mi compu es lenta. Cuando se me va la señal en pleno examen no sé qué hacer y los de soporte técnico demoran mil años en responder, es frustrante.","Siento que me ha dificultado las cosas. Como no manejo tan bien las herramientas digitales, me demoro el doble que mis compañeros y eso me quita las ganas de seguir matriculándome.",Me gustaría que nos enseñen desde cero cómo usar los programas que piden. También que la universidad de más facilidades con el internet porque a veces la señal no llega bien a mi zona.,"Casi no participo, la verdad. En los foros solo pongo lo mínimo para que me den el puntaje y en los trabajos grupales prefiero que otros coordinen porque me da roche hablar por micro.","Me siento súper solo. Como todo es por pantalla, no se siente esa conexión con los compas y eso hace que me aburra rápido de las clases; siento que a nadie le importa si estoy o no.",Influye mucho porque los profes casi ni nos miran y mis compañeros solo hablan para el trabajo. Esa falta de contacto hace que me den ganas de abandonar y buscar un trabajo mejor.,"Como participo poco, no me siento parte de la facultad. Mi compromiso ha bajado un montón y ahora solo entro a clases por compromiso, pero ya ni me esfuerzo como antes.",0.15,0.95,"Riesgo de deserción, Brecha digital, Aislamiento socioemocional","La coherencia es muy alta, ya que las puntuaciones bajas en las tres dimensiones (2.6-2.7) y el nivel de 'Riesgo Alto' se reflejan directamente en testimonios que expresan frustración profunda, ansiedad por falta de competencias informacionales y un marcado aislamiento social. Sus respuestas cualitativas validan el puntaje cuantitativo mediocre-bajo al describir una dependencia total del docente y una desconexión emocional con el entorno universitario que sustenta su intención de abandonar los estudios.",0,0,1,2
STU_0028,UNI,22,Femenino,6to,3,2,2,1,1,1,2,2,2,1,2,2,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,2,False,1.7,1.5,1.4,1.5333333333333334,1,"La verdad es que mayormente elijo lo primero que sale en Google o Wikipedia. No sé muy bien cómo fijarme si una página es oficial o no, solo busco que el texto parezca serio.",Me confunde que hay demasiada información y no sé en qué fijarme para saber si es buena. A veces uso datos que el profe luego dice que están mal y eso me desanima bastante.,"Sí, me siento perdido al investigar y eso hace que mis notas sean bajas. Ver que no puedo con los trabajos me hace pensar seriamente en dejar la carrera este ciclo.","Me siento muy inseguro casi siempre. Solo estoy tranquilo si el profesor nos da el link exacto de lo que debemos leer, si tengo que buscar por mi cuenta me estreso mucho.",Es bien difícil para mí. La plataforma de la u me parece complicada y a veces no encuentro ni dónde se suben las tareas. Siento que la tecnología me gana.,"Sí, mi internet falla y mi laptop es lenta. Cuando algo no carga me desespero y no sé qué hacer para arreglarlo, a veces termino perdiendo la clase por eso.","Me ha dificultado todo. Como no manejo bien los programas, me demoro el triple que mis compañeros y me canso rápido. Siento que la virtualidad no es lo mío.","Me gustaría que nos den tutoriales básicos desde cero, porque los profes asumen que ya sabemos usar todo y yo me quedo atrás sin entender cómo manejar las herramientas.",Casi no participo. Me da palta escribir en los foros y en los grupos de WhatsApp casi nunca hablo porque siento que no aporto nada o que me van a criticar.,Me siento bien solo. Siento que soy solo un nombre más en la pantalla y que al profesor no le importa si estoy aprendiendo o si tengo problemas para conectarme.,"Influye mucho porque al no hablar con nadie no tengo a quién preguntarle dudas. Si tuviera amigos en el curso quizás tendría más ganas de seguir, pero así solo da ganas de salirse.","Como casi no interactúo, no me siento parte de la universidad. Siento que solo estoy mirando videos y no le pongo el empeño necesario porque no me siento motivado.",0.1,1.0,"Riesgo de deserción, Brecha digital y técnica, Aislamiento socioemocional","La coherencia es absoluta, ya que los bajísimos puntajes cuantitativos (cercanos al mínimo de 1) se ven plenamente respaldados por un relato cualitativo cargado de frustración, inseguridad y sentimientos de incompetencia. El estudiante describe con detalle su incapacidad para evaluar información, su analfabetismo funcional respecto a las plataformas universitarias y un profundo aislamiento social, factores que validan totalmente la etiqueta de 'Riesgo ALTO' y su manifiesta intención de abandonar la carrera.",2,2,-1,1
STU_0029,UNI,19,Masculino,6to,4,3,3,3,4,3,3,3,4,4,3,2,3,3,4,3,2,3,4,3,2,2,3,3,2,2,3,2,2,2,No,En un curso,"Sí, en un curso",3,Algunas veces,3,False,3.4,3.0,2.3,2.9,1,"Trato de buscar en Google Académico o ver si la página tiene autor y fecha, pero a veces por el tiempo termino usando lo primero que parece serio en internet.",A veces es difícil saber qué fuente es realmente académica y me confundo con tanta información que parece cierta pero no tiene sustento claro.,"Un poco, porque cuando no entiendo si una fuente es buena me estreso y me dan ganas de dejar el trabajo a medias o incluso abandonar el curso por frustración.","Me siento seguro cuando uso la biblioteca virtual de la u, pero muy inseguro cuando busco temas de actualidad donde hay muchas opiniones mezcladas.","Mi experiencia es regular. Sé usar el Canvas y el Zoom, pero a veces me parecen plataformas pesadas y me aburro rápido de estar frente a la pantalla.","Sí, mi internet a veces falla o mi laptop se pone lenta. Lo soluciono reiniciando el router o avisando por WhatsApp, pero igual me atraso en las clases.","Me ha dificultado la permanencia porque no domino todas las herramientas y eso hace que me demore el doble haciendo cosas simples, lo que me cansa mucho.","Creo que faltan talleres más prácticos y directos sobre cómo usar programas específicos, además de que la universidad brinde más facilidades con el internet.",No me gusta mucho participar en foros porque los siento forzados. En los trabajos grupales casi siempre hay problemas de coordinación y prefiero avanzar por mi cuenta.,Me siento bastante aislado. Estar solo en mi cuarto frente a la PC no es igual que ir a la facultad; me falta el contacto real con mis compañeros.,"Influye mucho. Al no tener una relación cercana con los profes o amigos, no siento esa presión o motivación de seguir conectado y a veces prefiero ya no entrar.","Como casi no participo, me siento desconectado de la carrera. Siento que solo cumplo por cumplir y eso ha hecho que mi compromiso con los estudios baje bastante.",0.25,0.95,"Riesgo de deserción, Aislamiento social, Fatiga digital","La coherencia es muy alta, ya que los puntajes cuantitativos reflejan con precisión el malestar expresado: su puntaje más bajo (Participativo 2.3) coincide con un profundo sentimiento de aislamiento y desinterés social, mientras que el nivel de 'Riesgo Alto' se justifica plenamente en sus menciones explícitas de querer abandonar el curso por frustración y estrés. La autopercepción de sus habilidades técnicas y críticas en niveles medios concuerda con un estudiante que conoce las herramientas pero se siente sobrepasado por la carga emocional y operativa del entorno virtual.",0,0,-1,2
STU_0030,UNMSM,20,Masculino,6to,3,2,2,3,3,4,3,2,2,3,3,4,2,4,4,4,4,4,4,5,4,4,3,2,3,4,3,3,3,3,Sí,En dos o más cursos,"Sí, en un curso",2,Frecuentemente,2,False,2.7,3.8,3.2,3.2333333333333334,1,"Suelo guiarme por los primeros resultados de Google o Wikipedia. Si el sitio se ve profesional y tiene el logo de alguna institución conocida, lo tomo por válido sin revisar mucho el autor.",Me cuesta distinguir entre un blog de opinión y un artículo científico real. A veces hay tanta información contradictoria que termino usando lo más fácil de leer para no demorarme tanto.,"Sí, me genera mucha frustración no saber buscar bien. Siento que mis notas bajan porque los profes piden fuentes 'académicas' que no entiendo cómo filtrar, y eso me desmotiva a seguir en el ciclo.","Me siento seguro buscando tutoriales rápidos en YouTube, pero me da mucha inseguridad cuando tengo que usar las bases de datos de la universidad porque me parecen súper complicadas y tediosas.","Mi experiencia con el Canvas y Zoom es bastante fluida. No tengo problemas para subir tareas, participar en encuestas o navegar por los módulos; me adapto rápido a los cambios de interfaz.","A veces el internet se pone lento en los exámenes, pero lo soluciono compartiendo datos desde mi celular. Manejo bien las configuraciones de los programas, así que lo técnico no me detiene.","Me facilitan las cosas porque sé usar las herramientas, pero estar todo el día frente a la pantalla me agota mentalmente. Aunque domino la plataforma, no siento que eso me ayude a querer quedarme.","Más que tutoriales básicos de cómo usar la plataforma, me gustaría que enseñen programas específicos de mi carrera que sean más avanzados. Lo básico ya lo sé manejar por mi cuenta.","He participado en foros porque son calificados, pero la verdad no siento que se aprenda mucho. En los grupos de WhatsApp solemos coordinar rápido y cada uno hace su parte por separado.","Me he sentido bastante solo. Aunque estamos conectados por Zoom, siento que a los docentes no les importa mucho si entendemos o no, y eso me hace dudar de si quiero seguir estudiando así.","Influyó bastante de forma negativa. Al no tener una conexión real con mis compañeros o ver a los profes en persona, pierdo las ganas de entrar a clases. Siento que soy solo un código más.","Mi participación es cumplidora pero poco comprometida. Hago lo mínimo necesario para aprobar, pero no siento que esté construyendo una red de contactos o un futuro profesional real ahora mismo.",0.2,0.95,"Frustración informacional, Desconexión socio-afectiva, Autoeficacia técnica instrumental","La coherencia entre los datos cuantitativos y cualitativos es excepcionalmente alta; el estudiante puntúa bajo en pensamiento crítico reconociendo su dependencia de fuentes superficiales como Wikipedia, mientras que su puntaje técnico elevado se refleja en su fluidez con plataformas como Canvas y Zoom. El nivel de 'Riesgo Alto' es validado por un discurso cualitativo cargado de desmotivación, soledad y una crisis de pertenencia institucional, donde el dominio de las herramientas tecnológicas no logra compensar la falta de competencias académicas profundas y el aislamiento social que lo llevan a cuestionar su continuidad en la carrera.",0,0,-1,0
STU_0031,UNI,14,Femenino,8vo,2,2,1,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,3,3,3,1,2,3,2,2,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,2,False,1.6,1.1,2.2,1.6333333333333333,1,"La verdad es que mayormente busco en Google y uso lo primero que sale o Wikipedia porque es más rápido. No me fijo mucho en quién lo escribió, solo que me sirva para completar la tarea rápido.","Me cuesta mucho saber si una página es buena o no. A veces me confundo con tanta información que hay en internet y no sé en qué página confiar, todo me parece igual de difícil de entender.","Sí, me desanima bastante. Ya me han bajado puntos por usar fuentes que no valían y eso me hace sentir que no sirvo para el curso y me dan ganas de dejarlo de una vez.","Casi siempre me siento inseguro. Tal vez me siento un poco más tranquilo buscando videos en YouTube porque entiendo mejor, pero para buscar textos académicos me bloqueo y no sé por dónde empezar.","Es bien complicado para mí. No entiendo mucho cómo navegar en la plataforma, me pierdo entre tantos botones y carpetas, y eso me estresa bastante cada vez que tengo que entrar.","Sí, siempre. A veces el internet se me va o no sé cómo subir archivos pesados. Casi nunca sé cómo arreglarlo y termino entregando tarde o simplemente ya no mando nada por frustración.","Me lo ha dificultado totalmente. Siento que me voy a jalar no por no saber la materia, sino porque la tecnología me gana y no sé usar las herramientas que piden los profes.","Necesitaría que me enseñen desde cero y con paciencia cómo usar los programas. Los profes asumen que ya sabemos todo, pero a mí me falta bastante base para manejarme en la computadora.","Mi participación es bien poca, solo hago lo mínimo. En los foros pongo algo corto para que no me bajen puntos y en los grupos casi no hablo porque me da palta o no sé qué decir.","Me siento bien solo y aislado. Como no conozco a nadie en persona, siento que estoy frente a una pared y me da la sensación de que a nadie le importa si estoy presente o no.","Sí influye, porque como casi no hablo con nadie, no tengo ese apoyo de amigos para seguir estudiando. Si tuviera más confianza con mis compañeros, quizás no tendría tantas ganas de salirme.","Al no participar mucho me siento desconectado de la carrera. Siento que solo estoy cumpliendo por obligación, pero no me siento parte de la universidad y eso me quita las ganas de seguir.",0.1,1.0,"Baja competencia digital, Riesgo de deserción académica, Aislamiento social","La coherencia es total (1.0), ya que los bajísimos puntajes cuantitativos reflejan con exactitud el relato de frustración y vulnerabilidad del estudiante. Sus puntuaciones en competencia técnica (1.1) y crítica (1.6) se alinean perfectamente con su declaración de no saber evaluar fuentes, perderse en la plataforma y sentirse superado por la tecnología; asimismo, el nivel de riesgo 'Alto' es validado por sus menciones explícitas al deseo de abandonar la carrera debido al aislamiento y la falta de apoyo.",2,2,-1,1
STU_0033,UNMSM,20,Masculino,6to,2,2,1,2,2,2,2,1,1,3,2,3,3,3,3,2,2,3,3,2,2,2,2,2,4,2,2,3,3,3,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,4,False,1.8,2.6,2.5,2.3,1,"La verdad, casi siempre me guío por lo primero que sale en Google o lo que parece más completo. No sé muy bien cómo fijarme si una página es oficial o no.",Me cuesta mucho diferenciar qué información es real y cuál no. A veces pierdo tiempo leyendo cosas que no sirven y me frustra no saber buscar mejor en las bases de datos.,"Sí, me siento en desventaja frente a otros. Ver que no puedo analizar bien los textos me hace sentir que no valgo para la carrera y me dan ganas de dejarlo todo.","Me siento inseguro casi siempre que busco por mi cuenta. Solo me da algo de confianza cuando el profesor manda un PDF directo, porque si no, siento que me voy a equivocar.","Es un poco estresante. Aunque entro a las clases, me pierdo buscando dónde subir las tareas o cómo usar las herramientas nuevas que piden los profes.",Mi internet se corta y mi laptop se cuelga seguido. No sé cómo solucionar esos problemas técnicos y termino entregando las cosas tarde o simplemente no las mando.,Me ha dificultado mucho. Siento que la tecnología me gana y eso me quita las ganas de matricularme el próximo ciclo; prefiero las clases presenciales de antes.,Me gustaría que nos enseñen desde cero cómo usar el aula virtual. A veces asumen que todos sabemos manejar programas y yo me quedo atrás sin saber a quién preguntar.,"Casi no participo, me da roche o simplemente hago mi parte del trabajo grupal y me desconecto. No me gusta hablar por micro ni escribir en los foros.","Me siento bien solo. Estar frente a la pantalla sin ver a nadie me hace sentir que no pertenezco a la universidad, es como si estuviera estudiando por mi cuenta.","Influye bastante. Al no tener amigos con quienes conversar o profes que me apoyen más, no tengo motivación para seguir conectado y prefiero hacer otras cosas.","Como participo lo mínimo para aprobar, no me siento comprometido con mis cursos. Siento que solo estoy cumpliendo por cumplir y no estoy aprendiendo nada de mi carrera.",0.15,1.0,"Deserción universitaria, Inseguridad informacional, Brecha digital técnica","La coherencia es total (1.0) debido a que los bajos puntajes cuantitativos reflejan con precisión el profundo estado de vulnerabilidad y frustración expresado en los testimonios. El estudiante no solo admite carecer de habilidades críticas y técnicas, sino que vincula explícitamente estas deficiencias con un sentimiento de inferioridad académica y un alto riesgo de abandono, validando por completo el nivel de riesgo 'ALTO' detectado en la métrica numérica.",2,2,-1,2
STU_0034,UNFV,18,Femenino,6to,4,2,3,2,2,2,2,3,3,3,4,4,3,3,4,4,3,3,3,4,4,3,3,2,3,3,4,3,4,3,No,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,1,False,2.6,3.5,3.2,3.1,1,"La verdad, me guío por lo que sale primero en Google o si la página se ve 'seria'. No suelo revisar mucho los autores o las fechas, con tal de que la info me sirva para avanzar rápido la tarea.",Me cuesta distinguir si un artículo es confiable o solo floro. Hay demasiada información y a veces me frustro tanto buscando que termino usando lo primero que encuentro para no perder más tiempo.,"Sí, me desmotiva mucho no saber si mi investigación está bien hecha. Sentir que no sé filtrar la info me hace dudar de si soy capaz de seguir con la carrera o si mejor debería dejarlo ahí.","Me siento seguro cuando el profe nos da los links directos, pero cuando busco por mi cuenta me entra la inseguridad. Me da miedo que me jalen por usar fuentes que resulten ser falsas o malas.","Manejo bien el Canvas y el Zoom, no se me hace un mundo. Es lo básico que ya domino, aunque a veces me aburre que todo sea a través de una pantalla y la misma rutina siempre.",A veces el internet se me laguea en pleno examen o el sistema se cuelga. Lo que hago es avisar por el grupo de WhatsApp a mis amigos para ver si a ellos también les pasa o pedir ayuda al soporte.,"Saber usar la tecnología me facilita las cosas, pero no es suficiente para que quiera quedarme. Aunque domino las plataformas, el cansancio mental de la virtualidad me hace pensar en dejar de estudiar.","Me gustaría que nos enseñen herramientas más dinámicas o programas propios de mi carrera, no solo a subir PDFs. Un poco más de soporte técnico real cuando fallan los exámenes también ayudaría.","En los foros participo solo por cumplir con la nota, la verdad no me nacen. En los grupos de WhatsApp es donde más hablo, pero a veces coordinar con gente que no conoces es bien pesado.",Me siento bastante solo. A veces parece que le hablo a una pared porque nadie prende su cámara ni comenta nada; siento que no tengo un vínculo real con la universidad ni con mis compañeros.,"La falta de contacto con los profes me quita las ganas de seguir. Si tuviera más interacción real o amigos con quienes estudiar, quizás no estaría pensando tanto en retirarme este ciclo.","Mi participación ha bajado bastante porque ya no me siento conectado con las clases. Solo entro a las sesiones para que no me pongan falta, pero mi compromiso con la carrera ahorita está por los suelos.",0.15,0.95,"Riesgo de deserción, Baja autoeficacia informacional, Aislamiento socio-digital","Existe una coherencia muy alta entre los datos cuantitativos y cualitativos, ya que el estudiante refleja honestidad al calificar su bajo nivel crítico (2.6) admitiendo que elige fuentes sin filtrar, mientras que su puntaje técnico moderado (3.5) coincide con su dominio de herramientas básicas pero con agotamiento mental. La etiqueta de 'Riesgo Alto' está plenamente justificada por sus reiteradas menciones a la soledad, la falta de vínculo institucional y el deseo explícito de abandonar la carrera por frustración e inseguridad informacional.",0,0,-1,2
