ID_Estudiante,Universidad,Edad,Sexo,Semestre,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,A1_Interrupcion,A2_Desaprobados,A3_Retirados,A4,A5_Dificultad,A6_Consideracion_Abandono,A7_Exigencia,A8_Retrasos,L1,L2,L3,L4,L5,L6,L7,L8,Calidad_Percibida,BC1,BC2,BC3,BC4,BT1,BT2,BT3,BT4,BP1,BP2,BP3,BP4,Flag_Inconsistencia,Score_Critico,Score_Tecnico,Score_Participativo,Score_AMI_Global,Riesgo_Total,A5_Dificultad_num,A6_Consideracion_Abandono_num,A7_Exigencia_num,A8_Retrasos_num,L1_num,L2_num,L3_num,L4_num,L5_num,L6_num,L7_num,L8_num,Score_Riesgo_Academico,Score_Riesgo_LMS,Score_Riesgo_Continuidad,Sentimiento_Academico,Indice_Coherencia,Etiquetas_Tematicas,Analisis_Cuali,A1_num,A2_num,A3_num,A4_num,Riesgo_Acad_Perceptual,Riesgo_Documental,Flag_Inconsistencia_IA
STU_0089,UNI,,,,5.0,3.0,5.0,4.0,3.0,1.0,5.0,3.0,4.0,2.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,2.0,5.0,5.0,2,4,4,5,5,5,4,3,5,5,Sí,Nunca,No,Alto,5,4,5,3,3,1,4,2,3,5,1,4,,Dando puntos claves para la mejora del estudio ,Comparando las fuentes y también con la veracidad de la fuente de búsqueda ,Realizó preguntas sobre la validez de la fuente y considero otras explicaciones ,Escuchando y comparando distinto puntos de vistas ,Con fuentes confiables y artículos academicos,Aprovecho el tiempo de manera adecuada y aprovechar mejor los recursos ,Utilizo las apps para comunicarme mejor y las aplicaciones de mensajería ,Revisando tutoriales y mejorando lo aprendido para luego solucionar el problema ,Planificando y mejorando los horarios y las actividades ,Aportando las ideas claves y compartiendo opiniones,Manteniendo buena comunicación ,Comunicando mis ideas de manera clara y concisa ,False,3.5,4.3,4.2,4.0,1,5,4,5,3,3,1,4,2,3,5,1,4,3.125,2.875,4.5,0.9,0.95,"Pensamiento crítico, Gestión de información, Colaboración y comunicación","El estudiante demuestra una alta coherencia entre sus respuestas cualitativas y cuantitativas. Los puntajes altos en 'Técnico' y 'Participativo', junto con el bajo nivel de 'Riesgo', se alinean perfectamente con las respuestas que describen la comparación de fuentes, la búsqueda de veracidad, el uso de herramientas tecnológicas para comunicarse y colaborar, y la planificación de actividades. La mención de ""puntos claves para la mejora del estudio"" y ""preguntas sobre la validez de la fuente"" refuerza un enfoque crítico y proactivo. El sentimiento académico es muy positivo, indicando confianza y empoderamiento en sus habilidades de alfabetización mediática.",1,0,0,1.0,4.25,2.875,False
STU_0090,UNI,,,,3.0,4.0,4.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,1.0,2.0,4.0,3.0,1.0,4.0,4.0,1.0,3.0,4.0,2,4,3,5,4,3,2,3,4,2,No,Nunca,No,Medio,3,2,3,2,1,2,4,3,3,1,2,5,,Con la búsqueda de información actualizada para corroborar lo aprendido. Discuto puntos de vista con mis compañeros.,Mediante una comparación con fuentes académicas o fuentes confiables. ,Compartiendo puntos de vista con mis compañeros de clase.,Mediante la charla asertiva para compartir ideas.,"Mediante paginas web de fuentes académicas, libros y noticias.","A través del uso de almacenamiento en la nube para tener material siempre al alcance, dosificar mi tiempo dependiendo a la urgencia de la actividad y empleando aplicaciones móviles que ayudan en la gestión de recursos de aprendizaje digital.","A través de la separación de cada herramienta de colaboración dependiendo a su finalidad, por ejemplo, google meet para reuniones, GitHub para proyectos de programación, Canva para presentaciones, etc.",Buscando ayuda,Realizando las actividades de mayor importancia o urgencia lo más antes posibles.,No participo activamente en discusiones académicas.,"Siempre considerando las opiniones de los demás para enriquecer el conocimiento, utilizando un lenguaje formal y evitando ideas implicitas.",De manera clara y con respeto.,False,3.3,2.7,3.2,3.066666666666667,0,3,2,3,2,1,2,4,3,3,1,2,5,2.0,2.625,1.5,0.7,0.8,"Colaboración, Gestión de Recursos, Evaluación de Fuentes","El estudiante muestra una coherencia general positiva entre sus respuestas abiertas y sus puntuaciones cuantitativas. Los scores ""Critico"" y ""Participativo"" (alrededor de 3.2) se reflejan en sus respuestas sobre la búsqueda de información actualizada y la discusión de puntos de vista con compañeros. Aunque el score ""Técnico"" es ligeramente inferior (2.7), las respuestas cualitativas detallan un uso práctico de herramientas digitales para la gestión y colaboración. La baja puntuación en ""No participo activamente en discusiones académicas"" contrasta levemente con su énfasis en la discusión, pero podría interpretarse como una participación selectiva o enfocada en entornos más formales. En general, las respuestas sugieren una actitud proactiva y un entendimiento de las buenas prácticas de alfabetización mediática, con un sentimiento académico más bien positivo.",0,0,0,2.0,2.5,2.625,False
STU_0091,UNI,,,,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4,5,4,4,5,5,4,3,3,4,No,Nunca,No,Bajo,3,4,3,3,4,4,4,3,3,3,4,4,,todo bien,"si , dependiendo del docente",buscando en google el historial de temas que se tiene que ver ,Sin respuesta.,por medio de google academic,mediante el estudio autronomo ,preguntandole a la IA,Sin respuesta.,medina notion tengo una mejor organizacion,me informo primero y luego converso con mis docentes,son compañero las cuales yo ya conozco hace tiempo y se cuales son sus habilidades,Sin respuesta.,False,3.4,3.9,4.1,3.8,1,3,4,3,3,4,4,4,3,3,3,4,4,2.625,3.625,2.5,0.7,0.75,"Búsqueda de información, Colaboración y apoyo docente, Organización y autogestión","El estudiante muestra un nivel de coherencia moderadamente alto. Sus respuestas cualitativas reflejan una aproximación proactiva a la búsqueda de información (Google, Google Academic, IA) y a la colaboración (docentes, compañeros con habilidades conocidas). Esto se alinea bien con sus puntuaciones participativas y técnicas, que son las más altas. Sin embargo, el bajo puntaje crítico y la mención de la IA como una forma de ""preguntar"" sin mayor especificación sugieren una posible dependencia sin un análisis crítico profundo, lo que reduce ligeramente la coherencia general. El sentimiento académico es positivo, evidenciado por la disposición a buscar y colaborar para mejorar su aprendizaje.",0,0,0,3.0,3.25,3.625,False
STU_0092,UNI,,,,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3,4,4,4,4,3,4,4,4,4,Sí,Nunca,No,Alto,1,1,1,1,1,2,2,2,2,3,2,3,,Mediante el análisis y la observación .,"Primero se junta la información acerca de un tema y luego se filtra entre ellas ,las que vienen de paginas oficiales o revistas y se realiza las comparaciones con otra informacion para llegar a una conclusion.",Primero es no aceptando todo como verdad absoluta sin antes corroborar la informacion por otros medios.,Analizo diferentes autores y teorías para ver el problema desde varios ángulos además no me quedo con la primera explicación sino que comparo las diferentes posturas para entender mejor el tema y evitar sesgos.,"mediante fuentes confiables , como revistas indexadas o de prestigio",Primero tener un filtro de donde obtener la información y luego un análisis,Mediante las plataformas compartidas para poder colaborar de manera simultanea en los proyectos,Investigando primero las soluciones en los foros o grupos especializados en dicho tema para hallar la raiz de la falla,"Mediante la organización del tiempo , teniendo un horario especifico al dia para poder realizar las actividades sin afectar mi trabajo.",Mediante la investigacion y discuciones basadas en articulos e investigaciones actuales.,Mediante la comunicacion y la division equitativa y acorde a las habilidades de cada participante del proyecto.,"De forma clara y estructurada , mostrando las referencias de donde me baso en mis ideas.",False,4.3,3.5,3.8,3.8666666666666663,1,1,1,1,1,1,2,2,2,2,3,2,3,1.5,2.125,3.0,0.8,0.9,"Análisis Crítico de Información, Fuentes Confiables, Colaboración y Comunicación","El estudiante demuestra una alta coherencia entre sus respuestas cuantitativas y cualitativas. Sus puntuaciones cuantitativas, especialmente en 'Critico' (4.3), se reflejan consistentemente en sus respuestas abiertas, donde enfatiza el análisis, la observación, el filtrado de información, la corroboración y la comparación de diferentes fuentes y autores para evitar sesgos. La puntuación en 'Participativo' (3.8) también se alinea con sus menciones sobre plataformas compartidas, colaboración simultánea, comunicación y división equitativa del trabajo. Si bien la puntuación 'Técnico' (3.5) es ligeramente inferior, sus respuestas sobre la búsqueda de información en foros y grupos especializados sugieren una comprensión práctica de la resolución de problemas técnicos. En general, el estudiante muestra una actitud proactiva y reflexiva hacia la alfabetización mediática, lo que se traduce en un alto índice de coherencia.",1,0,0,1.0,1.0,2.125,False
STU_0093,UNI,,,,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4,5,4,4,4,5,4,5,4,4,No,Nunca,No,Alto,1,1,1,1,1,1,1,1,1,1,1,1,,hay profesores que no le ponen el empeño que quisiera que hubiera ,realizo apuntes cuando estoy en medio de una clase virtual,"no los cuestiono, estoy de acuerdo con ellos",Sin respuesta.,"mediante la investigación académica del tema a tratar, fuentes confiables de información y datos tangibles",Mediante horarios de uso para cada uno de los recursos que se tiene a la mano,"Mediante el empleo de presentaciones, creación de documentos y hojas de calculo","Los resuelvo investigando acerca de ellos en el internet
","Mediante uso de sacrificar algunas oportunidades como clases de ingles o clases de deporte, debido a que no saben organizar bien los horarios los que supuestamente deberían darnos las opciones mas adecuadas según el ciclo que cursemos  ","Antes de discutir en una discusión, se tiene ver todas las partes que están involucradas en esta misma, conociendo las razones y contextos de cada uno de ellas se puede llevar a cabo un acuerdo evitando el conflicto","Primero si se es el líder, se tiene que tener en cuenta las habilidades de cada uno del grupo que se tiene conformado, si es integrante, uno tiene que dar siempre ideas para hacer el mejor trabajo posible, ser participativo y cumpliendo con las actividades del grupo.",Mediante los chats de las redes sociales que ayudan a comunicarse entre todos de manera rápida y sencilla,False,4.5,4.7,4.3,4.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,0.7,0.85,"Gestión del tiempo, Colaboración en línea, Resolución de problemas","El estudiante muestra un alto nivel de coherencia entre sus respuestas cuantitativas y cualitativas. Los altos puntajes en habilidades técnicas y críticas se reflejan en la descripción de métodos de investigación confiables y en la capacidad para resolver problemas mediante la indagación. Aunque hay una ligera frustración expresada en BC1 y BP1 sobre la gestión de horarios y la dedicación de algunos profesores, el sentimiento general es positivo, orientado a la búsqueda de soluciones y a la participación activa en entornos virtuales, lo que se alinea con su alto puntaje participativo y técnico.",0,0,0,1.0,1.0,1.0,False
STU_0094,UNI,,,,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4,3,2,2,3,3,3,4,3,4,No,En dos o más,No,Medio,2,3,2,2,2,2,3,3,3,3,2,2,,se establece por medio de lo perjudicial que es.,mediante herramientas digitales para realizar reportes de los datos,repasando los temas que he realizado,consultando con información formal ,´por medio de Google académico ,ya que las herramientas tienen mayor eficaz,"bueno , son importantes porque nos apoyan haciendo mas eficientes algunos procesos",en ese caso uso las bibliotecas del software,se establece un horario respectivo para realizar los proyectos,escuchando y formulando preguntas ,proponiendo algunas opciones para el proyecto,primero rescato ideas de la reunion o proyecto y luego comento ,False,3.1,3.6,3.1,3.2666666666666666,1,2,3,2,2,2,2,3,3,3,3,2,2,2.375,2.5,2.0,0.7,0.75,"Uso de herramientas digitales, Gestión de información, Colaboración en proyectos","El estudiante muestra una coherencia general positiva. Los puntajes cuantitativos en 'Tecnico' (3.6) son los más altos, lo cual se refleja en sus respuestas cualitativas sobre el uso de herramientas digitales para reportes y la eficiencia de estas (BC2, BT2, BT4).  Si bien 'Critico' y 'Participativo' tienen puntajes moderados (3.1), las respuestas como consultar información formal (BC4) y proponer opciones en proyectos (BP3) sugieren un enfoque que va más allá del mero uso técnico.  La mención de Google Académico (BT1) y la importancia de repasar temas (BC3) apuntan a un interés en la gestión de información. La coherencia se ve ligeramente atenuada por la vaguedad de algunas respuestas ('se establece por medio de lo perjudicial que es' - BC1) y la generalidad de otras (BP1, BP2), pero en su conjunto, la tendencia es hacia un usuario activo y consciente de las herramientas y procesos de aprendizaje mediado por la tecnología.",0,2,0,2.0,2.25,2.5,False
STU_0095,UNI,,,,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,No,Nunca,No,Alto,3,3,3,3,3,3,3,3,3,3,3,3,,"Identifico problemas relevantes mediante la revisión sistemática de literatura científica actualizada, el análisis de necesidades sociales y profesionales, y la observación de vacíos de conocimiento en investigaciones previas. Asimismo, considero tendencias emergentes y situaciones que impactan directamente en el desarrollo de mi disciplina académica.","Analizo críticamente la información contrastando diferentes fuentes académicas confiables, evaluando la validez metodológica de los estudios y verificando la coherencia de los argumentos presentados. También considero el contexto, las evidencias empíricas y la objetividad de los autores antes de formular conclusiones.","Cuestiono los supuestos mediante la reflexión analítica, la comparación de distintas perspectivas teóricas y la evaluación de evidencias que respalden o contradigan las afirmaciones establecidas. Este proceso me permite evitar interpretaciones sesgadas y promover una visión más crítica e integral de los temas estudiados.","Valoro diferentes perspectivas porque enriquecen el análisis académico y permiten comprender los fenómenos desde múltiples enfoques. Considero que la diversidad de opiniones y teorías fortalece la construcción del conocimiento, fomenta el pensamiento crítico y contribuye a desarrollar propuestas más sólidas y fundamentadas.","Busco evidencias mediante la consulta de artículos científicos, libros especializados, bases de datos académicas y fuentes confiables relacionadas con el tema de estudio. Además, contrasto información de diferentes autores y priorizo investigaciones recientes y con respaldo metodológico sólido.","Gestiono los recursos digitales organizando la información en plataformas y herramientas tecnológicas que facilitan el acceso, almacenamiento y análisis de contenidos académicos. Asimismo, establezco prioridades de aprendizaje y utilizo recursos actualizados que contribuyan al desarrollo de competencias investigativas.","Utilizo herramientas tecnológicas para compartir información, coordinar actividades y mantener una comunicación efectiva con los integrantes del proyecto. Plataformas colaborativas, videoconferencias y sistemas de gestión permiten optimizar el trabajo en equipo y facilitar el seguimiento de avances y resultados.","Resuelvo problemas técnicos mediante el análisis de las posibles causas, la búsqueda de soluciones en fuentes confiables y la aplicación de procedimientos adecuados según el contexto. Además, mantengo una actitud proactiva de aprendizaje continuo para adaptarme a nuevas herramientas y entornos digitales.","Organizo mi tiempo mediante la planificación de actividades y el establecimiento de prioridades académicas. Utilizo cronogramas y herramientas de gestión que me permiten distribuir adecuadamente las tareas, cumplir con los plazos establecidos y mantener un equilibrio entre investigación, estudio y responsabilidades personales.","Participo activamente aportando ideas fundamentadas, realizando preguntas críticas y compartiendo opiniones sustentadas en evidencia científica. Además, mantengo una actitud de respeto y apertura hacia diferentes puntos de vista para enriquecer el intercambio académico.","Colaboro mediante una comunicación constante, el cumplimiento responsable de las tareas asignadas y el aporte de soluciones orientadas al logro de objetivos comunes. También promuevo el trabajo en equipo y la integración de distintas habilidades y conocimientos dentro del grupo.","Expreso mis ideas de manera clara, organizada y respetuosa, utilizando argumentos bien estructurados y respaldados por información confiable. Asimismo, adapto mi comunicación al entorno virtual para facilitar la comprensión y fomentar una interacción académica efectiva.",True,3.8,4.0,4.0,3.933333333333333,0,3,3,3,3,3,3,3,3,3,3,3,3,2.0,3.0,2.0,0.8,0.9,"Análisis crítico de información, Gestión de recursos digitales, Colaboración académica","El estudiante demuestra una alta coherencia entre sus respuestas cuantitativas y cualitativas. Los altos puntajes en 'Técnico' y 'Participativo', junto con un puntaje sólido en 'Crítico', se reflejan en explicaciones detalladas y proactivas sobre cómo investiga, analiza información, utiliza herramientas tecnológicas y colabora con otros. El bajo riesgo percibido también se alinea con su confianza expresada en la gestión de desafíos y en su capacidad para aprender y adaptarse. Su sentimiento académico es mayormente positivo, evidenciado por la forma en que describe sus procesos de aprendizaje y participación como enriquecedores y estratégicos.",0,0,0,1.0,3.0,3.0,False
STU_0097,UNMSM,,,,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4,4,4,4,5,5,4,4,4,5,No,Nunca,No,Medio,4,2,3,2,2,2,3,4,4,2,3,4,,"Identificando si actualmente no tienen una solución, si tienen mucha implicancia con el objeto de estudio, si son temáticas de discusión y si se tiene contenido de investigación.","Comparando con contenido similar anterior, reflexionando sobre el tema y cuestinando si es realmente infomación verídica.","Preguntándome las fuentes de los datos, si tiene concordancia con el razonamiento expuesto y si el analisis es único y necesariamente por el presente punto de vista.","Tomando en cuenta los argumentos fuertes y débiles, contrastando puntos positivos y negativos y en lo que podría mejorar y rescatar.","A través de medios físicos como libros, lecturas, ensayos; y digitales como páginas webs, bibliotecas virtuales, repositorios e IA.",Empleando las herramientas necesarias para generar las condiciones favorables para estudiar.,"Aprovechándolos en la elaboración de estos mismos, en el compartir información con compañeros y facilitando la exposición y explicación.","Muchas veces por experiencia de utilizar espacios virtuales, pero a veces por búsqueda en internet, consultando a la IA, por propia exploración y ensayo y error.",En bloques de tiempos de 40 minutos y 5 de descanso (Técnica Pomodoro) y el empleo de calendarios digitales y aplicaciones de organización.,"Proporcionando mi punto de vista, complementando información importante y realizando preguntas.","Desarrollando los proyectos, manteniéndome comunicado y proporcionando ayuda si es necesario.","A través de aplicaciones de mensajería, aplicaciones de trabajo, mensajes de voz, videos, llamadas y videollamadas.",False,3.8,4.1,4.3,4.066666666666666,0,4,2,3,2,2,2,3,4,4,2,3,4,2.125,3.0,1.5,0.8,0.9,"Evaluación crítica de información, Uso de herramientas digitales, Colaboración y participación","El estudiante demuestra una alta coherencia entre sus respuestas cualitativas y sus puntuaciones cuantitativas. Los altos puntajes en 'Participativo' (4.3) y 'Técnico' (4.1) se reflejan en su descripción detallada de cómo busca, evalúa y utiliza recursos y herramientas digitales, así como en su énfasis en la colaboración (BC2, BC3, BT3, BP2, BP3). Su enfoque crítico se alinea con el puntaje 'Critico' de 3.8, evidenciado en la reflexión sobre la veracidad de la información y el análisis de argumentos (BC2, BC3, BC4). El bajo riesgo ('Riesgo': 'BAJO') se corrobora con su proactividad y estrategias de aprendizaje bien definidas (BT2, BT4, BP1).",0,0,0,2.0,2.75,3.0,False
STU_0099,UNMSM,,,,4.0,4.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,2,3,2,5,4,1,3,4,3,3,No,Nunca,No,Medio,2,2,2,2,4,4,4,3,5,2,3,2,,Mediante la búsqueda de información.,Viendo su bibliografía y en dónde ha sido publicada.,Consultando otras fuentes.,Me gusta escuchar diversas opiniones y sacar mis propias conclusiones. ,Por páginas confiables.,"Me falta desarrollar esa habilidad, tiendo a ser desorganizado. ",Optimizando pasos.,Mediante la búsqueda de soluciones en internet.,Aún no lo consigo.,No participo.,Organizándonos en partes iguales y según nuestras habilidades. ,Usando siempre un lenguaje asertivo.,False,3.6,3.1,3.0,3.2333333333333334,0,2,2,2,2,4,4,4,3,5,2,3,2,1.75,3.375,1.5,0.6,0.7,"Búsqueda de información confiable, Autoevaluación de habilidades tecnológicas, Participación en grupos","El estudiante muestra un nivel de coherencia moderadamente alto. Sus respuestas cualitativas sobre cómo busca y evalúa información (BC1, BC2, BC3, BT1) se alinean razonablemente con su puntaje ""Critico"" de 3.6, indicando una conciencia sobre la importancia de la veracidad. Sin embargo, hay una ligera desconexión con el puntaje ""Tecnico"" (3.1) y la respuesta BT2 (""Me falta desarrollar esa habilidad, tiendo a ser desorganizado""), que sugiere una autoevaluación menos optimista que lo que podría esperarse de un nivel técnico moderado.  En cuanto a lo ""Participativo"" (3.0), sus respuestas BP1 y BP2 (""Aún no lo consigo"", ""No participo"") contrastan con la idea de un puntaje promedio, indicando una brecha entre la percepción de habilidad y la práctica real. A pesar de estas inconsistencias menores, el sentimiento general es positivo, con una voluntad de mejorar y una comprensión de los procesos de validación de la información.",0,0,0,2.0,2.0,3.375,False
STU_0100,UNMSM,,,,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2,2,2,4,2,2,4,2,4,2,Sí,En un Curso,No,Medio,4,4,2,4,4,2,4,2,4,4,4,4,,cuando no encuentro informacion sobre los temas de clase,uso varias referencias,con otras referencias,es importante me ayuda a tener mas informacion,en papers,uso de acuerdo a mi necesidad,dependiendo del proyecto vemos que herramienta usar,con guias y manuales,con un horario,hablando,haciendo mi parte,pidiendo hablar,False,3.4,2.4,2.6,2.8,1,4,4,2,4,4,2,4,2,4,4,4,4,3.25,3.5,4.5,0.7,0.6,"Búsqueda de información, Uso de referencias, Planificación y colaboración","El estudiante muestra un sentimiento académico moderadamente positivo, con un interés en buscar información y utilizar referencias diversas, lo que se alinea con su puntaje crítico más alto. Sin embargo, los puntajes técnicos y participativos más bajos sugieren una menor confianza o experiencia en esas áreas. Las respuestas cualitativas indican una conciencia de la importancia de la información y la adaptación de herramientas, pero también un enfoque práctico y a veces reactivo. El índice de coherencia es moderado, ya que aunque hay alineación en la búsqueda de información, hay menos evidencia de aplicación práctica o profunda en las áreas técnicas y participativas reflejadas en los puntajes cuantitativos.",1,1,0,2.0,3.5,3.5,False
STU_0101,UNMSM,,,,4.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,5.0,4,2,4,4,1,5,4,4,3,3,Sí,En un Curso,No,Medio,2,5,4,2,2,4,5,4,4,4,5,4,,cuando las soluciones actuales no son muy eficientes,corroboro la información con varias fuentes,hago un plan donde la información esta correcta y otra incorrecta.,dependiendo de los resultados que me ofrecen,Trato de apoyarme en fuentes confiables.,Trato de no recargar mucho el día con muchas cosas que hacer o aprender,Usar diferentes herramientas para no solo depender de una sola.,Siempre se debe anticipar a los posibles problemas.,Trato de distribuir mi tiempo en la mayoría de días posibles.,Conversaciones por audio son mas fluidas que por escritura.,Distribución correcta de las tareas entre los integrantes o uso sincrono de una determinada herramienta.,Me gusta expresarme mas con audio.,False,3.5,3.4,3.4,3.433333333333333,1,2,5,4,2,2,4,5,4,4,4,5,4,3.125,4.0,5.0,0.7,0.7,"Gestión de la información, Planificación y organización, Comunicación y colaboración","El estudiante muestra un nivel de coherencia moderadamente alto (0.7). Los puntajes cuantitativos se encuentran en un rango de 3.4-3.5, lo cual sugiere un nivel intermedio o competente. Las respuestas cualitativas, si bien a veces son un poco genéricas, se alinean con una mentalidad de buscar información fiable (BC2, BT1), planificar (BC3, BP1) y ser consciente de la eficiencia y los problemas (BC1, BT4). El sentimiento académico es positivo (0.7), lo que indica que se siente empoderado y con ganas de aplicar estos principios.  La única área de ligera discrepancia podría ser la mención de la comunicación por audio como preferida (BP2, BP4), que no se refleja directamente en los puntajes cuantitativos, pero no contradice las otras habilidades medidas.",1,1,0,2.0,3.25,4.0,False
STU_0102,UNMSM,,,,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,4.0,2.0,1.0,1.0,1.0,3.0,4,5,5,5,5,3,3,5,5,2,No,Nunca,No,Alto,3,1,1,1,1,1,1,2,3,1,1,1,,"Bueno cuando voy a analizar o practicar en base a los conocimientos que me dieron,me doy cuenta de las deficiencii",Contrastó con otras fuentes y analizó el.contrxto como quien la emite," Cuestionando me aspectos que quizás otros no lo hubiesen considerado,escenarios ficticios que podrían suceder ",Las contrapongo entre ellas y analizó los pro y contra ,En la plataformas online comunes y accesibles para el mayor público posible que no pidan requisitos en específico ,Trato de averiguar cómo se usas y si me es útil ,"Depende el proyecto,trato de que sea de ayuda,pero no reemplazar mi trabajo mental ",Busco en videos de internet o pregunto cómo se puede solucionar a quien creo que puede saber,"Tengo un cuadernillo donde apunto fechas,pero por general las tengo en mi cabeza",Cuando piden participación en clase lo hago sea presencial o virtual ,Trato de aportar con todo lo que pueda de cual sea el tipo de ayuda en términos académicos y de organización evidentemente ,Levantando la mano de manera virtual ,False,3.3,2.5,4.2,3.333333333333333,0,3,1,1,1,1,1,1,2,3,1,1,1,1.25,1.375,1.0,0.7,0.8,"Análisis crítico de la información, Búsqueda y uso de herramientas tecnológicas, Participación activa y colaborativa","El estudiante muestra una coherencia alta, especialmente evidente en su alto puntaje 'Participativo' (4.2) y las respuestas cualitativas que describen su disposición a intervenir, aportar y participar activamente en entornos académicos y virtuales. Si bien su puntaje 'Técnico' (2.5) es moderado, sus respuestas sugieren un enfoque cauteloso pero proactivo en la exploración de herramientas, buscando entender su utilidad y aplicación sin depender exclusivamente de ellas. Las respuestas sobre análisis crítico (BC1, BC2, BC3, BC4) refuerzan el puntaje 'Critico' (3.3), demostrando una capacidad para cuestionar, contrastar y analizar información, lo que se alinea bien con su actitud general. El bajo riesgo reportado complementa esta visión de un estudiante que, a pesar de no ser un experto técnico, demuestra un sólido entendimiento y una actitud positiva hacia la alfabetización mediática.",0,0,0,1.0,1.5,1.375,False
STU_0103,UNMSM,,,,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2,2,4,4,4,5,3,4,5,5,No,Nunca,No,Medio,4,1,5,1,2,1,1,1,5,1,4,3,,Cuando no hay una respuesta adecuada al l problema jurídico planteado ,Busco en otras fuentes la misma información ,Son necesarios pero se deben transparentar,Positivamente. Es importante.,Busco en el internet ,Uso NotebookLM como apoyo,No uso,Buscando información en el internet ,Estudio personalizado solo en las noches. En el día solo estudio presencial ,No ,No,Muy poco,False,3.7,2.7,3.8,3.4,0,4,1,5,1,2,1,1,1,5,1,4,3,2.125,2.25,1.0,0.7,0.7,"Búsqueda de información, Apoyo tecnológico, Gestión del tiempo de estudio","El estudiante muestra un sentimiento académico predominantemente positivo, lo cual se alinea con sus puntuaciones moderadamente altas en las dimensiones 'Critico' y 'Participativo'. Su coherencia es buena, ya que las respuestas abiertas reflejan una búsqueda activa de información y el uso de herramientas tecnológicas (aunque con un score 'Técnico' moderado, lo que se ve respaldado por la respuesta 'BT3: No uso' para alguna herramienta). Sin embargo, la mención de estudiar solo en las noches y la baja puntuación en 'Participativo' sugieren una ambivalencia en cuanto a la intensidad y el momento de su participación activa, lo que reduce la coherencia total a un nivel de 0.7.",0,0,0,2.0,2.75,2.25,False
