ID_Estudiante,Universidad,Edad,Sexo,Semestre,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,A1_Interrupcion,A2_Desaprobados,A3_Retirados,A4,A5_Dificultad,A6_Consideracion_Abandono,A7_Exigencia,A8_Retrasos,L1,L2,L3,L4,L5,L6,L7,L8,Calidad_Percibida,BC1,BC2,BC3,BC4,BT1,BT2,BT3,BT4,BP1,BP2,BP3,BP4,Flag_Inconsistencia,Score_Critico,Score_Tecnico,Score_Participativo,Score_AMI_Global,Riesgo_Total,A5_Dificultad_num,A6_Consideracion_Abandono_num,A7_Exigencia_num,A8_Retrasos_num,L1_num,L2_num,L3_num,L4_num,L5_num,L6_num,L7_num,L8_num,Score_Riesgo_Academico,Score_Riesgo_LMS,Score_Riesgo_Continuidad,Sentimiento_Academico,Indice_Coherencia,Etiquetas_Tematicas,Analisis_Cuali
STU_0028,UNMSM,,,,4.0,4.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,2,4,3,4,4,3,4,4,4,3,No,Nunca,No,Medio,3,2,3,4,4,4,2,4,4,2,3,4,,"Veo sus caravteristicas, como su duración o grupos de interés.
",Busco mas información ,"Ejemplos, y otras posturas","Bien, sobretodo cuando se plantean correctamente","Data, tesis etc",Haciendo uso de multiples recursos.,La mayoría de herramientas buenas tienen la facilidad y tendencia de colaboración en proyectos,Disponibilidad de diversos medios y herramientas para resolverlos.,"Horario, maximizar mi rendimiento corporal",Poco o nada,Si es que no hay lider agarro el cargo. Sino propongo a alguno y se le apoya si necesita ayuda,"Material, sin embargo a veces no hay rapidez",False,3.6,3.6,3.5,3.566666666666667,0,3,2,3,4,4,4,2,4,4,2,3,4,2.25,3.375,1.5,0.7,0.85,"Análisis Crítico de Medios, Búsqueda y Verificación de Información, Colaboración y Liderazgo en Proyectos","El estudiante muestra una coherencia alta entre sus respuestas cualitativas y cuantitativas. Los puntajes de 'Crítico' y 'Técnico' en 3.6 sugieren una competencia moderada-alta, lo cual se alinea con sus respuestas sobre buscar más información, verificar datos ('Data, tesis etc') y el uso de múltiples recursos. La mención de 'otras posturas' y 'diversos medios y herramientas' refuerza esta visión. El puntaje 'Participativo' de 3.5 también concuerda con su disposición a colaborar y asumir roles de liderazgo cuando es necesario, así como la mención de herramientas que facilitan la colaboración. El sentimiento académico es generalmente positivo, con algunas áreas de mejora percibidas en la rapidez de los materiales. El bajo riesgo indicado en los datos cuantitativos se ve respaldado por una actitud proactiva y reflexiva en sus respuestas cualitativas."
STU_0029,UNMSM,,,,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,2,4,2,5,4,2,4,3,4,2,Sí,En un Curso,No,Medio,3,3,2,2,2,2,3,3,4,3,2,4,,Son problemas de carácter moderno y creciente en los últimos años. ,Reviso las fuentes de la información y si esas fuentes son de repositorios universitarios o científicos ,Son preguntas o afirmaciones no verificables que deben ser confirmados científicamente ,"Considero que un problema tiene muchas soluciones y se debe evaluar cuál de esas, es la más eficiente y eficaz para implementarla. ","Busco en repositorios de confianza, mayormente de artículos científicos ",Utilizo los recursos digitales necesarios para cada actividad que requiera un buen aprendizaje,Existen páginas web o apps académicas que son de uso público y permiten participación abierta,Revisando la conexión o algún otro tipo de problema común que existe en este tipo de entornos ,Fijo un aproximado de tiempo para realizar cierta cantidad de trabajos académicos ,Sin respuesta.,Creando documentos o páginas web que habilitan la función de compartir con mis compañeros por google drive,Sin respuesta.,False,3.5,3.4,3.2,3.3666666666666667,1,3,3,2,2,2,2,3,3,4,3,2,4,2.75,2.875,4.0,0.8,0.9,"Verificación de fuentes, Resolución de problemas complejos, Colaboración digital","El estudiante demuestra una alta coherencia entre sus respuestas cuantitativas y cualitativas. Los scores moderadamente altos en 'Crítico' y 'Técnico', junto con el bajo riesgo, se alinean con sus respuestas sobre la importancia de verificar fuentes científicas y la evaluación de soluciones eficientes. Sus comentarios sobre la colaboración digital ('BP3') también refuerzan su participación activa, a pesar de las respuestas 'sin respuesta' en otras áreas que no detraen significativamente de la coherencia general."
STU_0030,UNMSM,,,,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,2.0,2.0,4.0,4,4,4,5,5,1,5,4,2,1,No,Nunca,No,Medio,2,1,2,1,2,1,1,3,5,1,1,4,,Por medio de la propia experiencia o quejas de los compañeros sobre la problemática ,Revisando cada punto de vista y viendo en que aspectos coinciden,"Buscando más información al respecto, para luego cuestionar en caso difiera",Respeto ante otras perspectivas ,A través de fuentes académicas o científicas relevantes y confiables,Colección de aplicaciones útiles ,Documentos compartidos en línea ,Busco información de fuentes confiables en línea en caso de no poseer el conocimiento necesario para resolverlo,A través de recordatorios y mensajes fijados en grupos de estudio ,A través de comentarios respetuosos con las opiniones de los demás ,Por medio de documentos compartidos en línea ,Por medio de comentarios respetuosos sobre la opinión de los demás,False,3.9,3.6,3.5,3.6666666666666665,0,2,1,2,1,2,1,1,3,5,1,1,4,1.5,2.25,1.0,0.7,0.85,"Pensamiento Crítico, Fuentes de Información, Colaboración y Respeto","El estudiante demuestra una coherencia notable entre sus respuestas cualitativas y sus puntuaciones cuantitativas en la encuesta de Alfabetización Mediática. Los puntajes promedio en ""Critico"" (3.9), ""Tecnico"" (3.6) y ""Participativo"" (3.5), junto con un riesgo ""BAJO"", se alinean bien con las respuestas que enfatizan la búsqueda de información diversa, el análisis de puntos de vista, la validación de fuentes confiables y la importancia del respeto en la interacción. Las respuestas como ""Buscando más información al respecto, para luego cuestionar en caso difiera"" y ""A través de fuentes académicas o científicas relevantes y confiables"" refuerzan la fortaleza en el aspecto crítico y técnico. Asimismo, la mención de ""Respeto ante otras perspectivas"" y ""comentarios respetuosos con las opiniones de los demás"" valida el puntaje participativo. El índice de coherencia es alto, reflejando una comprensión clara de los conceptos de AMI y una aplicación consistente de estos principios en sus respuestas."
STU_0031,UNMSM,,,,4.0,3.0,4.0,2.0,3.0,1.0,4.0,4.0,2.0,2.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,1.0,2.0,4.0,2,4,4,4,4,3,4,3,5,2,Sí,Nunca,No,Medio,2,2,2,2,2,2,3,2,3,2,2,3,,Analizando el contexto de la actividad actual,Verificando las fuentes de origen,Comprendiendo el mensaje al que se quiere llegar,Entendiendo que es importante tomar en cuenta todas las perspectivas para tener variedades de opiniones,Formulando bien la opinion y contrastando con puntos de vista similares,Con herramientas del navegador que utilizo,"Dependiendo del tipo de proyecto a iniciar busco la herramienta que mejor se adecue a las necesidades, obtengo la base para empezar",Buscando los errores en internet y cómo solucionarlo,Con el horario que tengo de la universidad lo hago en tiempos libres,A traves de foros de la clase,Dando la iniciativa para resolver el trabajo que tenemos,Comprendiendo el tema tratado y formulando mi punto de vista,False,2.9,3.7,3.5,3.3666666666666667,1,2,2,2,2,2,2,3,2,3,2,2,3,2.25,2.375,3.5,0.7,0.8,"Análisis crítico de información, Uso de herramientas tecnológicas, Participación y colaboración","El estudiante muestra una coherencia alta entre sus respuestas cualitativas y cuantitativas. Los puntajes en 'Técnico' (3.7) y 'Participativo' (3.5) se alinean bien con sus descripciones sobre el uso de herramientas de navegador, la búsqueda de soluciones a errores en internet y la participación en foros y resolución de trabajos. Si bien su puntaje 'Crítico' es moderado (2.9), las respuestas sobre ""verificando las fuentes de origen"" y ""comprendiendo el mensaje al que se quiere llegar"" sugieren un intento de aplicación de pensamiento crítico. El riesgo bajo coincide con su enfoque proactivo en las tareas. El sentimiento académico es positivo, reflejando un estudiante comprometido con el aprendizaje y la aplicación de habilidades mediáticas."
STU_0032,UNMSM,,,,3.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,4,4,4,5,4,2,3,3,4,2,No,Nunca,No,Medio,4,3,4,4,3,2,4,2,3,2,4,3,,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,False,3.8,3.4,3.5,3.566666666666667,1,4,3,4,4,3,2,4,2,3,2,4,3,2.625,2.875,2.0,0.5,0.5,,"La coherencia del estudiante en esta encuesta de Alfabetización Mediática es moderada. Los puntajes cuantitativos en las dimensiones Crítico, Técnico y Participativo se sitúan en un rango promedio (entre 3.4 y 3.8 sobre 5), lo que sugiere un nivel de competencia y/o conocimiento intermedio en estas áreas. Sin embargo, la ausencia total de respuestas cualitativas en todas las secciones (BC1-BC4, BT1-BT4, BP1-BP4) impide una validación profunda de estos puntajes o la identificación de temas específicos que el estudiante pueda haber abordado. El sentimiento académico es neutral (0.5) debido a la falta de información para inferir entusiasmo o frustración. El índice de coherencia se considera ambivalente (0.5) porque, si bien los números no muestran contradicciones explícitas, la falta de texto no permite confirmar la alineación de sus pensamientos o experiencias con sus selecciones numéricas."
STU_0033,UNMSM,,,,4.0,4.0,4.0,3.0,4.0,5.0,2.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,3,5,4,5,5,2,5,3,3,3,No,Nunca,No,Medio,3,2,4,3,2,3,1,5,2,3,2,3,,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,False,3.9,4.3,3.8,4.0,0,3,2,4,3,2,3,1,5,2,3,2,3,2.25,2.625,1.5,0.5,0.5,,"La coherencia del estudiante es ambivalente. Si bien los datos cuantitativos sugieren un nivel de habilidad técnico y crítico moderadamente alto, la ausencia total de respuestas cualitativas impide una evaluación profunda de su comprensión o sentimiento.  Los puntajes técnicos son los más altos, seguidos de cerca por los críticos y participativos. La falta de comentarios abiertos impide determinar temas clave o un sentimiento académico específico, resultando en un índice de coherencia moderado."
STU_0034,UNMSM,,,,5.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5,5,4,5,5,4,5,5,5,3,No,Nunca,No,Alto,2,2,1,1,1,2,2,1,3,3,3,1,,bueno si leo un tema y corroboro entonces puedo identificar que existe alguna inconsistencia,corroborando paso a paso hasta obtener el mismo resultado,investigo informacion adicional para poder contrastar,Sin respuesta.,"buscando en foros, libros para poder sostener mi opinion",Sin respuesta.,Sin respuesta.,Sin respuesta.,en un papel escribo los pendientes con mayor importancia para poder resolver en orden de prioridad.,no suelo hacerlo,"compartiendo material que pueda ayudar en los trabajos, proyectos",comentarios en el chat grupal,False,4.2,4.3,4.6,4.366666666666666,0,2,2,1,1,1,2,2,1,3,3,3,1,1.25,2.0,1.5,0.8,0.9,"Verificación de Información, Investigación y Contraste, Colaboración y Comunicación","El estudiante demuestra una alta coherencia entre sus respuestas cuantitativas y cualitativas. Sus altos puntajes en ""Critico"", ""Tecnico"" y ""Participativo"", junto con un riesgo ""BAJO"", se ven respaldados por respuestas abiertas que enfatizan la importancia de corroborar información (""bueno si leo un tema y corroboro entonces puedo identificar que existe alguna inconsistencia"", ""corroborando paso a paso hasta obtener el mismo resultado"", ""investigo informacion adicional para poder contrastar""), el uso de recursos para sostener opiniones (""buscando en foros, libros para poder sostener mi opinion""), y la participación activa en entornos colaborativos (""compartiendo material que pueda ayudar en los trabajos, proyectos"", ""comentarios en el chat grupal""). La respuesta sobre la organización de tareas (""en un papel escribo los pendientes con mayor importancia para poder resolver en orden de prioridad"") también se alinea con un enfoque organizado y proactivo."
STU_0035,UNMSM,,,,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3,5,3,5,4,2,3,4,4,3,No,Nunca,No,Medio,2,2,2,1,1,2,1,3,3,2,2,3,,A través de un trabajo de investigación previa.,Verificando las fuentes.,De acuerdo a su importancia según el contexto.,De forma positiva.,"Fuentes confiables, como Google Schoolar o repositorios de universidades reconocidas.",Manteniendo un orden y apoyándome en aplicaciones que me permitan organizar mis actividades.,Principalmente para tener reuniones con mis colegas.,"Utilizando herramientas y programas especializados según mis necesidades, como AutoCAD.",Con apps como Google Calendar.,No suelo participar.,Asignando un rol y parte del trabajo a cada integrante.,A través de la sección de comentarios.,False,3.5,4.1,3.6,3.7333333333333334,0,2,2,2,1,1,2,1,3,3,2,2,3,1.625,2.125,1.5,0.7,0.8,"Investigación Académica, Gestión de Información, Colaboración Digital","El estudiante muestra un nivel de coherencia alto, especialmente evidente en las áreas de habilidad técnica y participación, reflejado en sus puntuaciones cuantitativas y la descripción de sus métodos de investigación y colaboración. Aunque su puntuación 'Critico' es moderada, sus respuestas abiertas sugieren una comprensión de la verificación de fuentes y la relevancia contextual. Su negativa a participar activamente en algunas áreas ('BP2') podría ser un punto de mejora, pero en general, sus respuestas abiertas complementan y refuerzan sus puntuaciones numéricas, indicando una clara alineación entre sus auto-percepciones y sus prácticas declaradas."
STU_0036,UNMSM,,,,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,Sí,Nunca,No,Alto,5,5,5,5,5,5,5,5,5,5,5,5,,A la hora de realizar los materiales de estudio ,Comparó las fuentes ,Revisando materiales similares de otras fuentes ,Género cuadros comparativos,Utilizó el Internet ,Carpetas con archivos específicos ,Atraves de programas específicos ,Revisando las plataformas ,De 2 a 3 horas a la semana por curso ,Elijo los temas que domino,Atravez de plataforma y distribución de temas ,Utilizo audio y camara ,False,4.6,5.0,5.0,4.866666666666666,1,5,5,5,5,5,5,5,5,5,5,5,5,3.5,5.0,5.0,0.9,0.95,"Uso de recursos digitales, Gestión de la información, Participación activa en el aprendizaje","El estudiante demuestra una alta coherencia entre sus respuestas cuantitativas y cualitativas. Los puntajes técnicos y participativos perfectos (5.0) se reflejan en la descripción de sus acciones, como el uso de internet, carpetas específicas y programas, así como la comparación de fuentes y la creación de cuadros comparativos. El puntaje crítico (4.6) se alinea con la mención de revisar materiales de otras fuentes y elegir temas que domina. La dedicación de tiempo (2-3 horas por curso) y el uso de audio y cámara también apoyan un alto nivel de compromiso. El sentimiento académico es muy positivo, evidenciando empoderamiento y confianza en sus habilidades mediáticas."
STU_0037,UNMSM,,,,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2,2,3,3,3,1,3,2,1,1,No,En dos o más,No,Alto,3,3,2,2,2,1,2,3,4,2,3,3,,Son molestos los cursos,"La leo, y cuestiono su veracidad, si hace afirmaciones no-falseables, no las tomo en serio, si hace afirmaciones falseables, las confirmo.",Igual que la anterior respuesta.,No sé.,Por el internet busco y hago lo que anteriormente dije.,No lo hago.,No uso muchas.,"Lo intento, y si no puedo, lo googleo.",No lo hago.,No.,Hablamos y nos dividimos el proyecto.,Solo las digo y veo si provoco reacciones.,True,3.5,2.8,2.1,2.8,1,3,3,2,2,2,1,2,3,4,2,3,3,2.25,2.5,2.0,0.3,0.6,"Cuestionamiento de la información, Búsqueda de información, Resistencia a la participación activa","El estudiante muestra una coherencia moderada. Sus respuestas cualitativas sugieren un enfoque crítico hacia la información online (BC2), alineándose con un puntaje moderado en ""Critico"" (3.5). Sin embargo, la baja puntuación en ""Participativo"" (2.1) se refleja en respuestas como ""No lo hago"" (BP1, BP2) y una actitud pasiva (BP4), aunque también menciona colaboración en grupo (BP3). El bajo puntaje en ""Tecnico"" (2.8) se corrobora con respuestas como ""No uso muchas"" (BT3) y dependencia de la búsqueda en internet para tareas (BT4), pero la resistencia general a la participación activa y la aparente molestia con los cursos (""Son molestos los cursos"" - BC1) indican un sentimiento académico menos positivo."
STU_0038,UNMSM,,,,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,2.0,3.0,3.0,1.0,5.0,2.0,1.0,1.0,3.0,3,4,1,4,3,1,1,1,1,1,No,Nunca,No,Medio,4,2,2,2,2,2,4,2,1,3,5,4,,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,False,4.4,2.4,2.0,2.933333333333333,0,4,2,2,2,2,2,4,2,1,3,5,4,2.0,2.875,1.5,0.5,0.4,"Alfabetización Mediática, Habilidades Críticas, Brecha de Habilidades","La coherencia del estudiante es baja. Si bien el puntaje 'Critico' es alto (4.4), sugiriendo una buena capacidad de análisis mediático, los bajos puntajes en 'Tecnico' (2.4) y 'Participativo' (2.0), combinados con la ausencia total de respuestas cualitativas, indican una posible falta de profundización o experiencia práctica en los temas. El índice de coherencia es moderado-bajo porque no hay contradicciones explícitas debido a la falta de datos cualitativos, pero la ausencia de detalle impide validar los puntajes cuantitativos y sugiere una desconexión entre la autopercepción crítica y la demostración real de habilidades."
STU_0039,UNMSM,,,,5.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,2,4,4,5,5,2,5,3,4,4,Sí,En un Curso,No,Alto,1,1,1,1,1,1,4,3,3,1,1,1,,"Identifico problemas relevantes mediante la observación de necesidades reales en el entorno académico, social y empresarial. Analizo procesos que presentan ineficiencias, limitaciones tecnológicas o dificultades en la toma de decisiones.","Analizo críticamente la información comparando diferentes fuentes, verificando su confiabilidad, actualidad y sustento teórico. Evalúo la evidencia presentada, identifico posibles sesgos y relaciono la información con conocimientos previos y contextos reales.","Cuestiono los supuestos analizando si las ideas planteadas se ajustan a la realidad y si existen evidencias suficientes que las respalden. Formulo preguntas sobre el origen de las afirmaciones, sus limitaciones y posibles escenarios alternativos. ","Valoro diferentes perspectivas considerando que cada enfoque puede aportar nuevas interpretaciones y soluciones a un problema. Comparo opiniones, metodologías y resultados de distintos autores o disciplinas para obtener una visión más integral. ","Busco evidencias mediante la consulta de fuentes confiables como artículos científicos, bases de datos académicas, informes especializados y casos de estudio relacionados con el tema investigado. También comparo información de diferentes autores y utilizo datos estadísticos o resultados obtenidos en pruebas prácticas para respaldar mis opiniones de manera objetiva y fundamentada.","Gestiono los recursos digitales organizando la información en plataformas y herramientas que facilitan el acceso rápido a documentos, investigaciones y materiales de estudio. ","Utilizo herramientas tecnológicas para compartir información, coordinar actividades y realizar seguimiento de tareas dentro de los proyectos. ","Resuelvo problemas técnicos identificando primero la causa del inconveniente mediante pruebas, revisión de configuraciones y análisis de errores. Luego, consulto documentación técnica, foros especializados o herramientas de soporte para aplicar soluciones adecuadas. También priorizo el aprendizaje continuo para adaptarme rápidamente a nuevas tecnologías y resolver incidencias de manera eficiente. ","Organizo mi tiempo estableciendo prioridades y planificando mis actividades mediante cronogramas y herramientas digitales de gestión. Distribuyo las tareas según su nivel de importancia y fecha de entrega, lo que me permite mantener un equilibrio entre la investigación, el desarrollo de proyectos y otras responsabilidades académicas.",Procuro escuchar diferentes puntos de vista para enriquecer el debate y contribuir de manera constructiva al intercambio académico.,"Colaboro manteniendo una comunicación constante, compartiendo responsabilidades y apoyando en la resolución de problemas durante el desarrollo del proyecto. ","Expreso mis ideas de manera clara, ordenada y respetuosa, utilizando argumentos bien fundamentados y adaptando el lenguaje al contexto académico o profesional. También aprovecho herramientas digitales y recursos multimedia para comunicar información de forma más dinámica y comprensible.",False,4.4,4.5,3.8,4.233333333333333,1,1,1,1,1,1,1,4,3,3,1,1,1,1.75,1.875,3.0,0.9,0.9,"Análisis Crítico de Información, Gestión de Recursos Digitales, Resolución de Problemas Técnicos","El estudiante demuestra una alta coherencia entre sus respuestas cuantitativas y cualitativas. Sus altos puntajes en 'Crítico' (4.4) y 'Técnico' (4.5) se ven reflejados en descripciones detalladas sobre cómo analiza información, busca evidencias, gestiona recursos digitales y resuelve problemas técnicos, utilizando un lenguaje que denota confianza y competencia. Si bien su puntaje 'Participativo' (3.8) es ligeramente menor, sus respuestas cualitativas también abordan la importancia de escuchar diferentes puntos de vista y colaborar, lo que indica una comprensión sólida de los aspectos participativos, aunque quizás con menos énfasis o práctica que los otros dos pilares. El índice de coherencia es alto, sugiriendo que sus percepciones y acciones declaradas están bien alineadas."
STU_0040,UNMSM,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3,No,Nunca,No,,3,3,3,3,3,3,3,3,3,3,3,3,,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,True,3.0,3.0,3.0,3.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2.0,3.0,2.0,0.5,0.5,,"El estudiante presenta una coherencia ambivalente. Los puntajes cuantitativos en ""Critico"", ""Tecnico"" y ""Participativo"" se sitúan en un nivel intermedio (3.0), sugiriendo una habilidad moderada en estas áreas. Sin embargo, la ausencia total de respuestas en las preguntas cualitativas (""Sin respuesta."") impide obtener una comprensión profunda de su perspectiva, experiencia o auto-percepción en Alfabetización Mediática. Esto genera un ""Índice de Coherencia"" de 0.5, ya que no hay información textual que respalde, contradiga o amplíe los datos numéricos. El ""Sentimiento Académico"" se mantiene neutral (0.5) ante esta falta de información cualitativa detallada."
STU_0041,UNMSM,,,,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,No,Nunca,No,Alto,1,1,1,1,1,1,1,1,1,1,1,1,,Comparando fuentes y recursos en internet,Leo y analizo con informacion relacional,Con IA,Comparando enfoques para obtener una visión más completa,Revisando artículos científicos y estadísticas oficiales.,Utilizando gestores bibliográficos y aplicaciones de notas.,Trabajando en documentos compartidos en tiempo real.,Consultando guías de ayuda o contactando al soporte técnico.,Utilizando un calendario digital y estableciendo recordatorios.,Construyendo sobre las ideas de mis compañeros.,Manteniendo una comunicación fluida y dividiendo las tareas equitativamente.,"Escribiendo de forma clara, concisa y estructurada en los foros.",True,4.6,5.0,5.0,4.866666666666666,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,0.9,0.95,"Análisis Crítico de Fuentes, Colaboración Efectiva, Uso de Herramientas Tecnológicas","El estudiante demuestra una alta coherencia entre sus respuestas cuantitativas y cualitativas. Las puntuaciones perfectas en 'Técnico' y 'Participativo', junto con un alto puntaje en 'Crítico', se ven respaldadas por descripciones detalladas de estrategias avanzadas para comparar fuentes, utilizar herramientas tecnológicas de forma eficiente y colaborar de manera constructiva. El sentimiento académico es muy positivo, reflejando confianza y empoderamiento en sus habilidades de alfabetización mediática. El único punto de leve desalineación podría ser la mención 'Con IA' en BC3, que es un poco genérica en comparación con otras respuestas, pero no contradice sus altos puntajes técnicos."
STU_0042,UNMSM,,,,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5,4,4,4,5,4,5,4,5,4,No,Nunca,No,Bajo,1,1,2,2,2,2,2,2,1,1,1,3,,"Identifico problemas relevantes observando necesidades reales, analizando información académica y tecnológica, y evaluando situaciones que afectan el desempeño o desarrollo de las personas y organizaciones.","Analizo críticamente la información comparando diferentes fuentes, verificando la confiabilidad de los datos y evaluando si la evidencia presentada es objetiva y sustentada.","Cuestiono los supuestos planteando preguntas, revisando evidencias y considerando si existen otras interpretaciones o soluciones posibles frente a un mismo problema.","Valoro diferentes perspectivas escuchando opiniones diversas, comparando enfoques y considerando distintos puntos de vista para obtener conclusiones más completas y objetivas.","Busco evidencias consultando artículos académicos, libros, páginas confiables y datos verificables que respalden mis argumentos y opiniones.","Gestiono recursos digitales organizando archivos, utilizando plataformas educativas y seleccionando herramientas tecnológicas que faciliten mi aprendizaje y productividad.","Utilizo herramientas tecnológicas como plataformas virtuales, documentos compartidos y aplicaciones de comunicación para coordinar tareas y trabajar en equipo de manera eficiente.","Resuelvo problemas técnicos investigando posibles soluciones, revisando tutoriales o documentación y aplicando pruebas hasta encontrar una solución adecuada.","Organizo mi tiempo estableciendo prioridades, utilizando horarios y planificando mis actividades académicas para cumplir con las tareas y responsabilidades a tiempo.","Participo activamente aportando ideas, realizando preguntas y compartiendo opiniones fundamentadas relacionadas con los temas tratados.","Colaboro con mis compañeros distribuyendo tareas, manteniendo una comunicación constante y apoyando en la resolución de problemas para cumplir los objetivos del proyecto.",Expreso mis ideas de manera clara y respetuosa utilizando herramientas digitales y argumentos que permitan una comunicación efectiva en entornos virtuales.,False,4.4,4.5,4.4,4.433333333333334,1,1,1,2,2,2,2,2,2,1,1,1,3,1.75,1.75,1.0,0.9,0.95,"Pensamiento crítico, Competencia tecnológica, Colaboración y participación","El estudiante demuestra una alta coherencia entre sus respuestas cuantitativas y cualitativas. Sus altos puntajes en 'Crítico', 'Técnico' y 'Participativo', junto con un riesgo bajo, se ven fuertemente respaldados por descripciones detalladas y específicas de sus habilidades. Las respuestas cualitativas describen acciones concretas y un entendimiento profundo de los conceptos evaluados, alineándose perfectamente con los indicadores numéricos y sugiriendo un sentimiento académico muy positivo y empoderado."
